Body name,Body,"Request ref","Request summary","Receipt date","Complete date","Derived working days","Outcome","Service area"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102767","Removal of cobblestones since 01/01/05 and compensation claims",02/09/2010 00:00:00,08/09/2010 00:00:00,4,"Information Provided","Highways and Engineering Services (Environment & Regeneration)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102783",""How many people in numbers are being supported by either Personnel budgets or direct payments for past or current year and could these be listed by main disabling condition"",02/09/2010 00:00:00,07/10/2010 00:00:00,25,"Information Provided","Adult Social Services (Adult Social Services)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102769","Figures for Children in Need Cases and Social Workers",02/09/2010 00:00:00,01/10/2010 00:00:00,21,"Information Provided","Childrens Trust (Childrens Services)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102768","Do we offer childcare vouchers to staff",02/09/2010 00:00:00,22/09/2010 00:00:00,14,"Information Provided","Human Resources (Finance and Resources)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102770","Children in care missing and not subsequently traced",02/09/2010 00:00:00,22/09/2010 00:00:00,14,"Information Provided","Childrens Trust (Childrens Services)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102772","I would like to obtain a copy of the council mission statement for the purpose of educated studies.",02/09/2010 00:00:00,21/09/2010 00:00:00,13,"Closed - no response re clarification","Strategic Services (Customer Service & Performance)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102779","ICT Structure and full contact details",03/09/2010 00:00:00,04/10/2010 00:00:00,21,"Information Provided","Information & Communication Technology (Finance and Resources)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102773","How much Redbridge Council spent last year on its website (http://www.redbridge.gov.uk/",03/09/2010 00:00:00,12/10/2010 00:00:00,27,"Information Provided","Information & Communication Technology (Finance and Resources)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102776","Wishes to view expert report and any independent commentary on it, relied upon in decision not to proceed with a prosecution.",03/09/2010 00:00:00,30/09/2010 00:00:00,19,"Partial information provided, rest not held","Planning and Regeneration (Environment & Regeneration)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102775","Documents to establish what methods you took to investigate my complaint  up until Thursday 2nd September 10. Can you also provide me with the Council's internal investigation policy and procedures. All documents relating to my case 2660/09 and planning application documents for previous applicaiton for planning.",03/09/2010 00:00:00,30/09/2010 00:00:00,19,"Information Provided","Planning and Regeneration (Environment & Regeneration)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102771","I was hoping that you would be able to assist with providing some data on the number of FOI requests sent to Children's Services (including Children's Trust).  Are you able to provide me with the following figures?   2009/10 ~ total FOI requests sent to Children's Services 2010-11 ~ no. of FOI requests sent to Children's Services so far this year(April 10 - August 10)",03/09/2010 00:00:00,24/09/2010 00:00:00,15,"Withdrawn","Childrens Services (Childrens Services)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102774","Full copies of all correspondence to and from your organisation and 1.1: The Conservative Party and related agencies/brokers 1.2: The Liberal Democrats and related agencies/brokers regarding advertising, branding, accommodation, catering (including dinners), hospitality, sponsorship, exhibition space, room hire and all other related services for their respective autumn party conferences, namely:  2.1: the Conservative Party Conference, 3 - 6 October 2010 in Birmingham 2.2: the Liberal Democrat Party Conference, 18-22 September 2010 in Liverpool",03/09/2010 00:00:00,24/09/2010 00:00:00,15,"Information Provided","Corporate request"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102777","Is or has Redbridge Borough council been funding students for post-16 provision at Potterspury Lodge School In northamptonshire.",06/09/2010 00:00:00,10/09/2010 00:00:00,4,"Information Provided","Childrens Services (Childrens Services)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102782","Carraigeways inspections and repairs for Mayfair Avenue, Ilford in the 2 years preceeding 06 April 2010.",06/09/2010 00:00:00,10/09/2010 00:00:00,4,"Information Provided","Highways and Engineering Services (Environment & Regeneration)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102780","Breach of planning laws for Planning Application 0768/08 re property in Leyswood Drive, would like copies of all correspondence between Council and and house owner and internal between planning officers",06/09/2010 00:00:00,04/10/2010 00:00:00,20,"Information Provided","Planning and Regeneration (Environment & Regeneration)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102786","Information re council owned homes",06/09/2010 00:00:00,01/10/2010 00:00:00,19,"Information Provided","Redbridge Homes (Housing & Community Services)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102778","Cost of food and drink for Councilors before and after meetings and for entertaining for the last 5 financial years",06/09/2010 00:00:00,,0,"","Legal & Constitutional Services (Borough Secretary and Solicitor)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102785","Request for information on complaints regarding foi requests",06/09/2010 00:00:00,23/09/2010 00:00:00,13,"Information Provided","Corporate request"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102784","Request for Highway Inspection Sheets for Manford Way Shops for period of 26 weeks prior to 10 April 2010 in connection with compensation claims.",07/09/2010 00:00:00,15/09/2010 00:00:00,6,"Information Provided","Financial Services (Finance and Resources)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102787","various questions to understand trends and expenditure on adult social care.",07/09/2010 00:00:00,02/11/2010 00:00:00,40,"Information Provided","Adult Social Services (Adult Social Services)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102789","Information on Penalty Charge notices 2008, 2009 and 2010 to date.",08/09/2010 00:00:00,04/10/2010 00:00:00,18,"Information Provided","Highways and Engineering Services (Environment & Regeneration)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102788","The names and company contact details of any third party suppliers that your organisation uses that may hold, store, process, collect or have access to personal data on citizens, employees or contractors on your behalf; � The services these third party suppliers provide on your behalf; and � The above information is required for the financial years of 2009-2010 and 2010-2011.",08/09/2010 00:00:00,15/10/2010 00:00:00,27,"Closed - no response re clarification","Corporate request"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102790","Information regarding debt collection processesand the name(s) of the suppliers that support the debt collection processes",08/09/2010 00:00:00,30/09/2010 00:00:00,16,"Information Provided","Payments & Benefits (Housing & Community Services)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102793","Information on how councils collect and dispose of their trade waste",09/09/2010 00:00:00,30/09/2010 00:00:00,15,"Information Provided","Cleansing & Direct Services (Environment & Regeneration)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102795","How many looked after children and young people in your care have committed suicide in the last five years and how many children have been prescribed Ritalin  between 1/4/09 and 31/3/10.",09/09/2010 00:00:00,13/09/2010 00:00:00,2,"Information Provided","Childrens Trust (Childrens Services)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102791","Information regarding sale of 160 Aldborough Road South and any planning related conditions and covenants.",09/09/2010 00:00:00,22/09/2010 00:00:00,9,"Information already available elsewhere","Legal & Constitutional Services (Borough Secretary and Solicitor)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102792","the amounts paid by each school in Redbridge LA to third parties in relation to temporary agency staffing cover.",09/09/2010 00:00:00,09/09/2010 00:00:00,0,"Partial information provided, rest not held","Childrens Services (Childrens Services)"
